train_mssg,train_spam
"['hard', 'live', '121', 'chat', '60p', 'min', 'choose', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uk', 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx']",spam
"['ok', 'also', 'wan', '2', 'watch', 'e', '9', 'pm', 'show']",ham
"['minimum', 'walk', '3miles', 'day']",ham
"['change', 'fb', 'jaykwon', 'thuglyfe', 'falconerf']",ham
"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'send', 'another', 'message', 'explain', 'thing', 'back', 'home', 'great', 'weekend']",ham
"['full', 'heat', 'pa', 'applyed', 'oil', 'pa']",ham
"['fri', 'ah', 'okie', 'lor', 'goin', '4', 'drivin', 'den', 'go', 'shoppin', 'tt']",ham
"['fret', 'buy', 'ovulation', 'test', 'strip', 'send', 'wont', 'get', 'til', 'like', 'march', 'send', 'postal', 'address', 'u', 'alright', 'okay']",ham
"['shall', 'come', 'get', 'pickle']",ham
"['wnt', 'buy', 'bmw', 'car', 'urgently', 'vry', 'urgent', 'hv', 'shortage', 'lt', 'gt', 'lacs', 'source', 'arng', 'dis', 'amt', 'lt', 'gt', 'lac', 'thats', 'prob']",ham
"['haha', 'think']",ham
"['brother', 'genius']",ham
"['1', 'go', 'write', 'msg', '2', 'put', 'dictionary', 'mode', '3', 'cover', 'screen', 'hand', '4', 'press', 'lt', 'gt', '5', 'gently', 'remove', 'ur', 'hand', 'interesting']",ham
"['lol', 'oh', 'babe', 'wont', 'sliding', 'place', 'midnight', 'thanks', 'invite']",ham
"['yeah', 'open', 'chat', 'click', 'friend', 'list', 'make', 'list', 'easy', 'pie']",ham
"['dint', 'come', 'u']",ham
"['oh', 'ok', 'wait', '4', 'lect', 'havent', 'finish']",ham
"['sorry', 'call', 'later']",ham
"['go', '4', 'e', 'normal', 'pilate', 'intro']",ham
"['ok', 'bus', 'come', 'soon', 'come', 'otherwise', 'tomorrow']",ham
"['ok', 'knackered', 'came', 'home', 'went', 'sleep', 'good', 'full', 'time', 'work', 'lark']",ham
"['plan', 'manage']",ham
"['aaooooright', 'work']",ham
"['cooked', 'rather', 'nice', 'salmon', 'la']",ham
"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'revealed', 'po', 'box385', 'm6', '6wu']",spam
"['ur', 'chance', 'win', '250', 'wkly', 'shopping', 'spree', 'txt', 'shop', '80878', 'c', 'www', 'txt', '2', 'shop', 'com', 'custcare', '08715705022', '1x150p', 'wk']",spam
"['dude', 'teresa', 'hope', 'okay', 'didnt', 'hear', 'people', 'called', 'received', 'package', 'since', 'dec', 'lt', 'gt', 'thot', 'ld', 'like', 'know', 'fantastic', 'year', 'best', 'reading', 'plus', 'really', 'really', 'bam', 'first', 'aid', 'usmle', 'work', 'done']",ham
"['awesome', 'gonna', 'soon', 'later', 'tonight']",ham
"['think', 'could', 'stop', 'like', 'hour', 'roommate', 'looking', 'stock', 'trip']",ham
"['ü', 'eatin', 'later', 'eatin', 'wif', 'frens', 'lei', 'ü', 'going', 'home', 'first']",ham
"['please', 'reserve', 'ticket', 'saturday', 'eve', 'chennai', 'thirunelvali', 'tirunelvali', 'chennai', 'sunday', 'eve', 'already', 'see', 'net', 'ticket', 'available', 'want', 'book', 'ticket', 'tackle']",ham
"['make', 'squeezed', 'lt', 'gt', 'buck', 'dad']",ham
"['hi', 'home', 'calicut']",ham
"['telling', 'tell', 'one', 'treat', 'hi', 'hi', 'hi']",ham
"['ok', 'lor', 'buy', 'wat']",ham
"['wat', 'da', 'model', 'num', 'ur', 'phone']",ham
"['lt', 'gt', 'min', 'stop', 'somewhere', 'first']",ham
"['yalru', 'lyfu', 'astne', 'chikku', 'bt', 'innu', 'mundhe', 'lyf', 'ali', 'halla', 'ke', 'bilo', 'marriage', 'program', 'edhae', 'lyf', 'nt', 'yet', 'ovr', 'chikku', 'ali', 'vargu', 'lyfu', 'meow', 'meow']",ham
"['aight', 'see', 'bit']",ham
"['probably', 'earlier', 'station', 'think']",ham
"['also', 'bringing', 'galileo', 'dobby']",ham
"['hey', 'bored', 'thinking', 'u', 'wat', 'r', 'u']",ham
"['ya', 'knw', 'u', 'vl', 'giv', 'ok', 'thanks', 'kano', 'anyway', 'enjoy', 'wit', 'ur', 'family', 'wit', '1st', 'salary']",ham
"['campus', 'library']",ham
"['nooooooo', 'gonna', 'bored', 'death', 'day', 'cable', 'internet', 'outage']",ham
"['daddy', 'shu', 'shu', 'looking', '4', 'u', 'u', 'wan', '2', 'tell', 'u', 'singapore', 'wat']",ham
"['gentle', 'baby', 'soon', 'taking', 'lt', 'gt', 'inch', 'deep', 'inside', 'tight', 'pussy']",ham
"['turn', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album']",ham
"['jus', 'telling', 'u', 'dat', 'b', 'leaving', '4', 'shanghai', '21st', 'instead', 'haf', 'time', '2', 'meet', 'cya']",ham
"['daddy', 'bb']",ham
"['urgent', 'urgent', '800', 'free', 'flight', 'europe', 'give', 'away', 'call', 'b4', '10th', 'sept', 'take', 'friend', '4', 'free', 'call', 'claim', '09050000555', 'ba128nnfwfly150ppm']",spam
"['ü', 'called', 'dad', 'oredi']",ham
['okie'],ham
"['like', 'made', 'throw', 'smoking', 'friend', 'car', 'one', 'time', 'awesome']",ham
"['well', 'desperate', 'call', 'armand']",ham
"['everywhere', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'come', 'flowing', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']",ham
"['dear', 'sleeping', 'p']",ham
"['even', 'cant', 'close', 'eye', 'vava', 'playing', 'umma']",ham
"['getting', 'anywhere', 'damn', 'job', 'hunting']",ham
"['tall', 'princess']",ham
"['ok', 'thats', 'cool', 'either', 'raglan', 'rd', 'edward', 'rd', 'behind', 'cricket', 'ground', 'gimme', 'ring', 'ur', 'closeby', 'see', 'tuesday']",ham
"['necessarily', 'expect', 'done', 'get', 'back', 'though', 'headin']",ham
"['wonder', 'cos', 'dun', 'rem', 'seeing', 'silver', 'car', 'thk', 'saw', 'black', 'one']",ham
"['god', 'created', 'gap', 'btwn', 'ur', 'finger', 'dat', 'sum1', 'vry', 'special', 'fill', 'gap', 'holding', 'ur', 'hand', 'plz', 'dont', 'ask', 'created', 'much', 'gap', 'leg']",ham
"['make', 'tonight']",ham
"['done', 'sorry', 'hope', 'next', 'space', 'give', 'everything', 'want', 'remember', 'furniture', 'around', 'move', 'lock', 'lock', 'leave', 'key', 'jenne']",ham
"['mmmm', 'fuck', 'fair', 'know', 'weakness', 'grin', 'push', 'knee', 'expose', 'belly', 'pull', 'head', 'forget', 'know', 'wicked', 'smile']",ham
"['noe', 'ü', 'specify', 'da', 'domain', 'nusstu', 'ü', 'still', 'sch']",ham
"['pls', 'confirm', 'time', 'collect', 'cheque']",ham
"['yesterday', 'true', 'true']",ham
"['yes', 'completely', 'form', 'clark', 'also', 'utter', 'waste']",ham
"['sorry', 'cant', 'take', 'call', 'right', 'happens', 'r', '2waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'able', 'deliver', 'basic', 'care', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'see', 'major', 'person', 'guide', 'right', 'insurance']",ham
"['urgent', 'trying', 'contact', 'u', 'todays', 'draw', 'show', '2000', 'prize', 'guaranteed', 'call', '09058094507', 'land', 'line', 'claim', '3030', 'valid', '12hrs']",spam
"['haha', 'mayb', 'u', 'rite', 'u', 'know', 'well', 'da', 'feeling', 'liked', 'someone', 'gd', 'lor', 'u', 'faster', 'go', 'find', 'one', 'gal', 'group', 'attached', 'liao']",ham
"['call', '08702490080', 'tell', 'u', '2', 'call', '09066358152', 'claim', '5000', 'prize', 'u', '2', 'enter', 'ur', 'mobile', 'personal', 'detail', 'prompt', 'careful']",spam
"['awesome', 'think', 'get', '8th', 'usf', 'time', 'tonight']",ham
"['back', 'lemme', 'know', 'ready']",ham
"['chikku', 'nt', 'yet', 'ya', 'free']",ham
"['please', 'come', 'imin', 'town', 'dontmatter', 'urgoin', 'outl8r', 'reallyneed', '2docd', 'please', 'dontplease', 'dontignore', 'mycalls', 'u', 'thecd', 'isv', 'important', 'tome', '4', '2moro']",ham
"['save', 'stress', 'person', 'dorm', 'account', 'send', 'account', 'detail', 'money', 'sent']",ham
"['yeah', 'jay', 'sort', 'fucking', 'retard']",ham
"['ryder', 'unsold', 'gibbs']",ham
"['think', 'actually', 'talk', 'call', 'bos', 'morning', 'went', 'place', 'last', 'year', 'told', 'could', 'go', 'get', 'car', 'fixed', 'cheaper', 'kept', 'telling', 'today', 'much', 'hoped', 'would', 'come', 'back', 'always', 'regretted', 'getting', 'number', 'etc']",ham
"['tried', 'contact', 'reply', 'offer', 'video', 'handset', '750', 'anytime', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705']",spam
"['hi', 'elaine', 'today', 'meeting', 'confirmed']",ham
"['important', 'prevent', 'dehydration', 'giving', 'enough', 'fluid']",ham
"['yet', 'ya', 'sapna', 'aunty', 'manege', 'day', 'hogidhe', 'chinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']",ham
"['way', 'home', 'long', 'dry', 'spell', 'season', 'would']",ham
"['course', 'math', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']",ham
"['quite', 'late', 'lar', 'ard', '12', 'anyway', 'wun', 'b', 'drivin']",ham
"['talk', 'others', 'probably', 'come', 'early', 'tomorrow']",ham
"['rushing', 'working', 'school', 'rush', 'go', 'hungry']",ham
"['long', 'beach', 'lor', 'expected', 'u', 'dinner']",ham
"['call', 'say', 'coming', 'today', 'ok', 'tell', 'fool', 'like', 'ok']",ham
"['alex', 'say', 'ok', 'ok']",ham
"['flippin', 'shit', 'yet']",ham
"['today', 'accept', 'day', 'u', 'accept', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy']",ham
"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']",ham
"['want', 'bold', '2', 'bb', 'torch']",ham
"['free', 'ring', 'tone', 'text', 'polys', '87131', 'every', 'week', 'get', 'new', 'tone', '0870737910216yrs', '1', '50', 'wk']",spam
"['den', 'wat', 'e', 'schedule', 'b', 'lk', 'sun']",ham
"['sunshine', 'hols', 'claim', 'ur', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drinks', 'us', 'uk', 'po', 'box', '113', 'bray', 'wicklow', 'eire', 'quiz', 'starts', 'saturday', 'unsub', 'stop']",spam
"['dunno', 'lei', 'might', 'b', 'eatin', 'wif', 'frens', 'ü', 'wan', 'eat', 'wait', '4', 'ü', 'lar']",ham
"['thanks', 'lot', 'wish', 'birthday', 'thanks', 'making', 'birthday', 'truly', 'memorable']",ham
"['yup', 'elaborating', 'safety', 'aspect', 'issue']",ham
"['aiyo', 'u', 'poor', 'thing', 'u', 'dun', 'wan', '2', 'eat', 'u', 'bathe', 'already']",ham
"['lol', 'ok', 'remember', 'til', 'last', 'nite']",ham
"['call', 'germany', '1', 'penny', 'per', 'minute', 'call', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85', 'prepayment', 'direct', 'access', 'www', 'telediscount', 'co', 'uk']",spam
"['stomach', 'thru', 'much', 'trauma', 'swear', 'eat', 'better', 'lose', 'weight']",ham
"['fine', 'absolutly', 'fine']",ham
"['diet', 'ate', '1', 'many', 'slice', 'pizza', 'yesterday', 'ugh', 'always', 'diet']",ham
"['u', 'haf', '2', 'keep', 'busy']",ham
"['near', 'kalainar', 'tv', 'office', 'thenampet']",ham
"['speak', 'bcaz', 'mobile', 'problem', 'listen', 'cann', 'listen', 'voice', 'call', 'later']",ham
"['glad', 'see', 'reply']",ham
"['yup', 'already', 'thanx', '4', 'printing', 'n', 'handing']",ham
"['goodo', 'yes', 'must', 'speak', 'friday', 'egg', 'potato', 'ratio', 'tortilla', 'needed']",ham
"['ur', 'paper', 'e', 'morn', 'aft', 'tmr']",ham
"['private', '2004', 'account', 'statement', '07742676969', 'show', '786', 'unredeemed', 'bonus', 'points', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']",spam
"['2mro', 'coming', 'gym', 'machan', 'goodnight']",ham
"['u', 'sick', 'still', 'go', 'shopping']",ham
"['today', 'sunday', 'sunday', 'holiday', 'work']",ham
"['remind', 'hr']",ham
"['go', 'jurong', 'point', 'crazy', 'available', 'bugis', 'n', 'great', 'world', 'la', 'e', 'buffet', 'cine', 'got', 'amore', 'wat']",ham
"['trying', 'weekend', 'v']",ham
"['hey', 'tmr', 'maybe', 'meet', 'yck']",ham
"['registered', 'optin', 'subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'entered', 'receipt', 'correct', 'an', '80062', 'whats', 'no1', 'bbc', 'chart']",spam
"['oh', 'ya', 'ya', 'remember', 'da']",ham
"['thts', 'god', 'gift', 'bird', 'human', 'hav', 'natural', 'gift', 'frm', 'god']",ham
"['plz', 'tell', 'an', 'bslvyl', 'sent', 'via', 'fullonsms', 'com']",ham
"['yup', 'ok', 'thanx']",ham
['holding'],ham
"['yeah', 'probably', 'swing', 'roommate', 'finish', 'girl']",ham
"['hi', 'good', 'mornin', 'thanku', 'wish', 'u']",ham
"['coming', 'home', 'class', 'right', 'need', 'work', 'shower']",ham
"['love', 'hear', 'v', 'see', 'sundayish']",ham
"['shall', 'ask', 'one', 'thing', 'dont', 'mistake']",ham
"['back', '2', 'work', '2morro', 'half', 'term', 'u', 'c', '2nite', '4', 'sexy', 'passion', 'b4', '2', 'go', 'back', 'chat', '09099726481', 'luv', 'dena', 'calls', '1', 'minmobsmorelkpobox177hp51fl']",spam
"['okay', 'lor', 'still', 'let', 'u', 'go', 'ah', 'coz', 'know', 'later', 'drop', 'card', 'box', 'right']",ham
"['thanks', 'sending', 'mental', 'ability', 'question']",ham
"['true', 'easier']",ham
"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'cake', 'n', 'wife']",ham
"['ok', 'lor']",ham
"['went', 'ganesh', 'dress', 'shop']",ham
"['hmm', 'dunno', 'leh', 'mayb', 'bag', '4', 'goigng', 'dat', 'small', 'jus', 'anything', 'except', 'perfume', 'smth', 'dat', 'keep']",ham
"['depends', 'would', 'like', 'treated']",ham
"['hahaha', 'use', 'brain', 'dear']",ham
"['time', 'week', 'ryan']",ham
"['bruv', 'hope', 'great', 'break', 'rewarding', 'semester']",ham
"['thanx4', 'today', 'cer', 'nice', '2', 'catch', 'ave', '2', 'find', 'time', 'often', 'oh', 'well', 'take', 'care', 'c', 'u', 'soon', 'c']",ham
"['u', 'secret', 'admirer', 'reveal', 'think', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'reply', 'reveal', 'stop', '1', '50', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']",spam
"['also', 'came', 'room']",ham
"['sea', 'lay', 'rock', 'rock', 'envelope', 'envelope', 'paper', 'paper', '3', 'word']",ham
"['let', 'know', 'need', 'anything', 'else', 'salad', 'desert', 'something', 'many', 'beer', 'shall', 'get']",ham
"['congrats', 'kano', 'whr', 'treat', 'maga']",ham
"['free', 'entry', '250', 'weekly', 'comp', 'send', 'word', 'win', '80086', '18', 'c', 'www', 'txttowin', 'co', 'uk']",spam
"['oh', 'yes', 'like', 'torture', 'watching', 'england']",ham
"['badrith', 'chennai', 'surely', 'pick', 'u', 'competition']",ham
"['know', 'god', 'created', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'holding', 'hand', 'love']",ham
['ok'],ham
"['playng', '9', 'door', 'game', 'gt', 'racing', 'phone', 'lol']",ham
"['teach', 'apps', 'da', 'come', 'college']",ham
"['uncle', 'abbey', 'happy', 'new', 'year', 'abiola']",ham
"['always', 'celebrate', 'ny', 'family']",ham
"['especially', 'since', 'talk', 'boston', 'personal', 'statement', 'lol', 'woulda', 'changed', 'realized', 'said', 'nyc', 'say', 'boston']",ham
"['friendship', 'game', 'play', 'word', 'say', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']",ham
"['xmas', 'story', 'peace', 'xmas', 'msg', 'love', 'xmas', 'miracle', 'jesus', 'hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'u', 'merry', 'xmas']",ham
"['hi', 'moved', 'in2', 'pub', 'would', 'great', '2', 'c', 'u', 'u', 'cud', 'come']",ham
"['guess', 'want', 'alone', 'time', 'could', 'show', 'watch']",ham
"['somewhere', 'fredericksburg']",ham
"['hiya', 'stu', 'wot', 'u', '2', 'im', 'much', 'truble', 'home', 'moment', 'evone', 'hates', 'even', 'u', 'wot', 'hell', 'av', 'done', 'wont', 'u', 'tell', 'text', 'bck', 'please', 'luv', 'dan']",ham
"['happy', 'new', 'year', 'dear', 'brother', 'really', 'miss', 'got', 'number', 'decided', 'send', 'text', 'wishing', 'happiness', 'abiola']",ham
"['even', 'u', 'dont', 'get', 'trouble', 'convincing', 'tel', 'twice', 'tel', 'neglect', 'msg', 'dont', 'c', 'read', 'dont', 'reply']",ham
"['ok', 'darlin', 'supose', 'ok', 'worry', 'much', 'film', 'stuff', 'mate', 'babysit', 'call', 'xx']",ham
"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'entry41', '1000', 'claim', 'txt', 'dis', '87121', '18', '6', '1', '50', 'morefrmmob', 'shracomorsglsuplt', '10', 'ls1', '3aj']",spam
"['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', '2', 'meet', 'lect']",ham
"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpool', 'played', 'mid', 'week', 'txt', 'ansr', '82277', '1', '50', 'sp', 'tyrone']",spam
"['course', 'tease', 'know', 'simply', 'must', 'see', 'grin', 'keep', 'posted', 'prey', 'loving', 'smile', 'devouring', 'kiss']",ham
"['simpsons', 'movie', 'released', 'july', '2007', 'name', 'band', 'died', 'start', 'film', 'green', 'day', 'b', 'blue', 'day', 'c', 'red', 'day', 'send', 'b', 'c']",spam
"['need', 'coffee', 'run', 'tomo', 'believe', 'time', 'week', 'already']",ham
"['got', 'message', 'ignoring', 'yes', 'shopping']",ham
"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058097189', 'revealed', 'pobox', '6', 'ls15hb', '150p']",spam
"['ok', 'coming', 'home']",ham
"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '1500', 'bonus', 'prize', 'call', '09066368470']",spam
"['live', 'next', 'lt', 'gt', 'min']",ham
"['hi', 'spoke', 'maneesha', 'v', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']",ham
"['sorry', 'sent', 'blank', 'msg', 'yup', 'trying', '2', 'serious', 'studying']",ham
"['kallis', 'home', 'ground', 'amla', 'home', 'town', 'durban']",ham
"['st', 'andre', 'virgil', 'cream']",ham
"['fine', 'hope', 'also']",ham
"['07801543489', 'guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', '83355', 'tc', 'llc', 'ny', 'usa', '150p', 'mt', 'msgrcvd18']",spam
"['monthly', 'password', 'wap', 'mobsi', 'com', '391784', 'use', 'wap', 'phone', 'pc']",spam
"['call', 'later', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'south', 'mumbai', 'hear', 'cann', 'listen']",ham
"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'mobile', 'landline', '09064017305', 'pobox75ldns7']",spam
"['oh', 'ok']",ham
"['rounder', 'required']",ham
"['baaaaaaaabe', 'wake', 'miss', 'crave', 'need']",ham
"['congratulations', 'ur', 'awarded', '500', 'cd', 'voucher', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066']",spam
"['dunno', 'lei', 'like', 'dun', 'haf']",ham
"['took', 'mr', 'owl', '3', 'lick']",ham
"['aight', '8', 'latest', 'probably', 'closer', '7', 'jay', 'tyler', 'two', 'trip']",ham
"['got', 'rumour', 'going', 'buy', 'apartment', 'chennai']",ham
"['house', 'e', 'sky', 'quite', 'dark', 'liao', 'raining', 'got', 'excuse', '2', 'run', 'already', 'rite', 'hee']",ham
"['like', 'cheap', 'happy', 'splash', 'wine', 'make', 'feel', 'better']",ham
"['free', 'entry', '2', 'wkly', 'comp', 'win', 'fa', 'cup', 'final', 'tkts', '21st', 'may', '2005', 'text', 'fa', '87121', 'receive', 'entry', 'question', 'std', 'txt', 'rate', 'c', 'apply', '08452810075over18']",spam
"['bus', 'way', 'calicut']",ham
['responding'],ham
"['oh', 'kay', 'sat', 'right']",ham
"['place', 'get', 'room', 'cheap']",ham
"['co', 'lar', 'ba', 'dao', 'ok', '1', 'pm', 'lor', 'u', 'never', 'ask', 'go', 'ah', 'said', 'u', 'would', 'ask', 'fri', 'said', 'u', 'ask', 'today']",ham
"['beauty', 'life', 'next', 'second', 'hide', 'thousand', 'secret', 'wish', 'every', 'second', 'wonderful', 'ur', 'life', 'gud', 'n8']",ham
"['sore', 'throat', 'scratch', 'talk']",ham
"['babe', 'lost']",ham
"['home', 'ard', 'wat', 'time', 'u', 'reach']",ham
"['dear', 'know', 'lt', 'gt', 'th', 'lt', 'gt', 'th', 'birthday', 'loving', 'gopalettan', 'planning', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'detail']",ham
"['arrived', 'see', 'couple', 'day', 'lt', '3']",ham
"['well', 'slightly', 'disastrous', 'class', 'pm', 'fav', 'darling', 'hope', 'day', 'ok', 'coffee', 'wld', 'good', 'stay', 'late', 'tomorrow', 'time', 'place', 'always']",ham
"['lip', 'synced', 'shangela']",ham
"['mostly', 'like']",ham
"['imagine', 'finally', 'get', 'sink', 'bath', 'put', 'pace', 'maybe', 'even', 'eat', 'left', 'also', 'imagine', 'feel', 'cage', 'cock', 'surrounded', 'bath', 'water', 'reminding', 'always', 'owns', 'enjoy', 'cuck']",ham
"['pls', 'clarify', 'back', 'open', 'return', 'ticket', 'preponed', 'go', 'back', 'kerala']",ham
"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', '2', 'come']",ham
"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'entry41', '1000', 'claim', 'txt', 'dis', '87121', '18', '6', '1', '50', 'morefrmmob', 'shracomorsglsuplt', '10', 'ls1', '3aj']",spam
